name,desc,tags,price,cicle,spec,new_spec,pay_type
中银好客贷调用公积金信息接口服务,中银好客贷公积金接口是用于对客户信用进行评估从而辅助消费贷款的发放和贷后管理。帮助客户解决当下金融信贷领域业务过程中外部数据缺乏的痛点，实现“一点接入、覆盖全省”，推动个人消费贷款业务提质增效。 ,,-1.00,,,,1
诚信信息,可以通过公司名称或ID获取相关私募基金诚信信息，包括机构信息最后更新时间、特别提示信息。,,10.00,,,,0
投资动态,可以通过投资机构名称获取投资机构投资动态信息，包括投资产品名称、所属公司、参与轮次、投资时间、投资金额、相关新闻标题等字段的详细信息,,15.00,,,,0
商贸行业消费分析报告,通过海量用户的消费数据分析，统计各行业消费人群的数据如：年龄、籍贯、人群流向等。结合客户定制化需求（以客户所关注的内容为主，如：消费人群来自什么省份、年龄段、名下有无车等），多维度评估行业现状，以分析报告的形式输出商贸行业消费分析报告。,,65000000.00,,,,0
多头借贷黑名单,辅助金融机构把控借贷类业务风险，通过识别身份证、手机号、卡号（至少上送其二，支持上送多个），结合政务数据以及银行侧数据。首先识别个人信息是否存在错误。其次识别是否存在其他银行重复抵押的情况。通过历史借贷行为等多维度判断是否为黑名单客户。,,-1.00,,,,0
客户现金流分析报告,对于融资客户提供的银行流水材料进行分析，通过流水验证和流水分析对客户的经营情况进行研判,,-1.00,,,,0
企业天眼风险,可以通过关键字（公司名称、公司id、注册号或社会统一信用代码）获取企业相关天眼风险列表，包括企业自身/周边/预警风险信息,,20.00,,,,0
人脸活体人像比对产品,"输入身份证、姓名,调用摄像头,反馈结果一致/不一致",,4000000.00,,,,0
银行卡发卡行查询 银行卡发卡属地验证,"银行卡号：发卡行名称
银行卡号、地区代码：一致/不一致",,150.00,,,,1
重点车辆一键护航,百度一键护航定位于为特种车辆应急出行提供一路绿灯的护航方案，实现从特种车辆闯红灯到不闯灯也能实现最快到达且效率更高的一次变革。方案依托最优路径规划+C端语音播报+信号自动放行的整体闭环能力，为特种车辆提供最佳线路导航和路口信号自动绿灯通行服务，为社会车辆提供导航语音避让提醒服务，交警客户可在指挥中心大屏实时查看特种车辆导航定位及实时导航线路，无需手动控制路口信号，便可轻松应对。,,-1.00,,,,0
